# dataset=strongs/glosses; lang=por; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H3001	יָבֵשׁ	secar	lexicon	ubs-dict
H3002	יָבֵשׁ	seco	lexicon	ubs-dict
H3004	יַבָּשָׁה	terra seca	lexicon	ubs-dict
H3005	יִבְשָׂם	Ibsão	lexicon	ubs-dict
H3006	יַבֶּשֶׁת	terra seca	lexicon	ubs-dict
H3008	יִגְאָל	Igal	lexicon	ubs-dict
H3010	יָגֵב	campos	lexicon	ubs-dict
H3011	יׇגְבְּהָה	Jogbeá	lexicon	ubs-dict
H3012	יִגְדַּלְיָהוּ	Jigdalias	lexicon	ubs-dict
H3013	יָגָה	ficar triste	lexicon	ubs-dict
H3015	יָגוֹן	tristeza	lexicon	ubs-dict
H3016	יָגוֹר	temendo	lexicon	ubs-dict
H3017	יָגוּר	Jagur	lexicon	ubs-dict
H3018	יְגִיעַ	trabalho pesado	lexicon	ubs-dict
H3019	יָגִיעַ	exausto	lexicon	ubs-dict
H3020	יׇגְלִי	Jogli	lexicon	ubs-dict
H3021	יָגַע	afadigar-se	lexicon	ubs-dict
H3022	יָגָע	fruto do trabalho	lexicon	ubs-dict
H3023	יָגֵעַ	exausto	lexicon	ubs-dict
H3024	יְגִעָה	deixar exausto	lexicon	ubs-dict
H3025	יָגֹר	temer	lexicon	ubs-dict
H3026	יְגַר שַׂהֲדוּתָא	Jegar-Saaduta	lexicon	ubs-dict
H3027	יָד	mão	lexicon	ubs-dict
H3030	יִדְאֲלָה	Idala	lexicon	ubs-dict
H3031	יִדְבָּשׁ	Idbas	lexicon	ubs-dict
H3032	יָדַד	lançar	lexicon	ubs-dict
H3033	יְדִדוּת	amada	lexicon	ubs-dict
H3034	יָדָה	confessar	lexicon	ubs-dict
H3035	יִדּוֹ	Ido	lexicon	ubs-dict
H3035	יִדּוֹ	Jadai	lexicon	ubs-dict
H3036	יָדוֹן	Jadom	lexicon	ubs-dict
H3037	יַדּוּעַ	Jadua	lexicon	ubs-dict
H3038	יְדוּתוּן	Jedutum	lexicon	ubs-dict
H3039	יְדִיד	amor	lexicon	ubs-dict
H3039	יְדִיד	amável	lexicon	ubs-dict
H3040	יְדִידָה	Jedida	lexicon	ubs-dict
H3041	יְדִידְיָה	Jedidias	lexicon	ubs-dict
H3042	יְדָיָה	Jedaías	lexicon	ubs-dict
H3043	יְדִיעֲאֵל	Jediael	lexicon	ubs-dict
H3044	יִדְלָף	Jidlafe	lexicon	ubs-dict
H3045	יָדַע	aprender	lexicon	ubs-dict
H3047	יָדָע	Jada	lexicon	ubs-dict
H3048	יְדַעְיָה	Jedaías	lexicon	ubs-dict
H3049	יִדְּעֹנִי	espírito dos mortos	lexicon	ubs-dict
H3050	יָהּ	Jah	lexicon	ubs-dict
H3051	יָהַב	dar	lexicon	ubs-dict
H3053	יְהָב	fardo	lexicon	ubs-dict
H3054	יָהַד	tornar-se judeu	lexicon	ubs-dict
H3055	יְהֻד	Jeúde	lexicon	ubs-dict
H3056	יֶהְדַי	Jadaí	lexicon	ubs-dict
H3057	יְהֻדִיָּה	judaico	lexicon	ubs-dict
H3058	יֵהוּא	Jeú	lexicon	ubs-dict
H3059	יְהוֹאָחָז	Jeoacaz	lexicon	ubs-dict
H3060	יְהוֹאָשׁ	Joás	lexicon	ubs-dict
H3063	יְהוּדָה	Judá	lexicon	ubs-dict
H3067	יְהוּדִית	Judite	lexicon	ubs-dict
H3068	יְהֹוָה	YHWH	lexicon	ubs-dict
H3075	יְהוֹזָבָד	Jozacar	lexicon	ubs-dict
H3076	יְהוֹחָנָן	Joanã	lexicon	ubs-dict
H3077	יְהוֹיָדָע	Joiada	lexicon	ubs-dict
H3078	יְהוֹיָכִין	Joaquim	lexicon	ubs-dict
H3079	יְהוֹיָקִים	Jeoaquim	lexicon	ubs-dict
H3080	יְהוֹיָרִיב	Jeoiaribe	lexicon	ubs-dict
H3081	יְהוּכַל	Jucal	lexicon	ubs-dict
H3082	יְהוֹנָדָב	Jonadabe	lexicon	ubs-dict
H3083	יְהוֹנָתָן	Jônatas	lexicon	ubs-dict
H3084	יְהוֹסֵף	José	lexicon	ubs-dict
H3085	יְהוֹעַדָּה	Jeoada	lexicon	ubs-dict
H3086	יְהוֹעַדִּין	Jeoadã	lexicon	ubs-dict
H3087	יְהוֹצָדָק	Jozadaque	lexicon	ubs-dict
H3088	יְהוֹרָם	Jorão	lexicon	ubs-dict
H3089	יְהוֹשֶׁבַע	Jeoseba	lexicon	ubs-dict
H3091	יְהוֹשׁוּעַ	Josué	lexicon	ubs-dict
H3092	יְהוֹשָׁפָט	Josafá	lexicon	ubs-dict
H3093	יָהִיר	presunçoso	lexicon	ubs-dict
H3094	יְהַלֶּלְאֵל	Jealelel	lexicon	ubs-dict
H3095	יַהֲלֹם	diamante?	lexicon	ubs-dict
H3096	יַהַץ	Jasa	lexicon	ubs-dict
H3097	יוֹאָב	Joabe	lexicon	ubs-dict
H3098	יוֹאָח	Joá	lexicon	ubs-dict
H3100	יוֹאֵל	Joel	lexicon	ubs-dict
H3102	יוֹב	Jó	lexicon	ubs-dict
H3103	יוֹבָב	Jobabe	lexicon	ubs-dict
H3104	יוֹבֵל	corneta	lexicon	ubs-dict
H3105	יוּבַל	ribeirão	lexicon	ubs-dict
H3109	יוֹחָא	Joá	lexicon	ubs-dict
H3115	יוֹכֶבֶד	Joquebede	lexicon	ubs-dict
H3117	יוֹם	dia	lexicon	ubs-dict
H3119	יוֹמָם	de dia	lexicon	ubs-dict
H3120	יָוָן	Javã	lexicon	ubs-dict
H3121	יָוֵן	lama	lexicon	ubs-dict
H3123	יוֹנָה	pomba	lexicon	ubs-dict
H3125	יְוָנִי	javanitas	lexicon	ubs-dict
H3126	יוֹנֵק	broto	lexicon	ubs-dict
H3127	יוֹנֶקֶת	broto	lexicon	ubs-dict
H3131	יוֹסִפְיָה	Josifias	lexicon	ubs-dict
H3132	יוֹעֵאלָה	Joela	lexicon	ubs-dict
H3133	יוֹעֵד	Joede	lexicon	ubs-dict
H3134	יוֹעֶזֶר	Joezer	lexicon	ubs-dict
H3135	יוֹעָשׁ	Joás	lexicon	ubs-dict
H3137	יוֹקִים	Joquim	lexicon	ubs-dict
H3138	יוֹרֶה	arqueiro	lexicon	ubs-dict
H3139	יוֹרָה	Jora	lexicon	ubs-dict
H3140	יוֹרַי	Jorai	lexicon	ubs-dict
H3142	יוּשַׁב חֶסֶד	Jusabe-Hesede	lexicon	ubs-dict
H3143	יוֹשִׁבְיָה	Josibias	lexicon	ubs-dict
H3144	יוֹשָׁה	Josa	lexicon	ubs-dict
H3145	יוֹשַׁוְיָה	Josavias	lexicon	ubs-dict
H3147	יוֹתָם	Jotão	lexicon	ubs-dict
H3148	יוֹתֵר	restante	lexicon	ubs-dict
H3149	יְזַוְאֵל	Jeziel	lexicon	ubs-dict
H3150	יִזִּיָּה	Jezias	lexicon	ubs-dict
H3151	יָזִיז	Jaziz	lexicon	ubs-dict
H3152	יִזְלִיאָה	Izlias	lexicon	ubs-dict
H3154	יֶזַע	transpiração	lexicon	ubs-dict
H3155	יִזְרָח	izraíta	lexicon	ubs-dict
H3156	יִזְרַחְיָה	Israías	lexicon	ubs-dict
H3157	יִזְרְעֵאל	Jezreel	lexicon	ubs-dict
H3158	יִזְרְעֵאלִי	jezreelita	lexicon	ubs-dict
H3160	חֻבָּה	Jeubá	lexicon	ubs-dict
H3161	יָחַד	juntar-se	lexicon	ubs-dict
H3162	יַחַד	juntamente	lexicon	ubs-dict
H3162	יַחַד	juntos	lexicon	ubs-dict
H3163	יַחְדוֹ	Jado	lexicon	ubs-dict
H3164	יַחְדִּיאֵל	Jadiel	lexicon	ubs-dict
H3165	יֶחְדִּיָּהוּ	Jedias	lexicon	ubs-dict
H3166	יַחֲזִיאֵל	Jaaziel	lexicon	ubs-dict
H3167	יַחְזְיָה	Jazeías	lexicon	ubs-dict
H3168	יְחֶזְקֵאל	Ezequiel	lexicon	ubs-dict
H3169	יְחִזְקִיָּה	Jezequias	lexicon	ubs-dict
H3170	יַחְזֵרָה	Jazera	lexicon	ubs-dict
H3171	יְחִיאֵל	Jeiel	lexicon	ubs-dict
H3172	יְחִיאֵלִי	Jeieli	lexicon	ubs-dict
H3173	יָחִיד	único	lexicon	ubs-dict
H3174	יְחִיָּה	Jeías	lexicon	ubs-dict
H3175	יָחִיל	esperar	lexicon	ubs-dict
H3177	יַחְלְאֵל	Jaleel	lexicon	ubs-dict
H3178	יַחְלְאֵלִי	Jaleelita	lexicon	ubs-dict
H3179	יָחַם	cruzar	lexicon	ubs-dict
H3180	יַחְמוּר	corça	lexicon	ubs-dict
H3181	יַחְמַי	Jamai	lexicon	ubs-dict
H3182	יָחֵף	descalço	lexicon	ubs-dict
H3183	יַחְצְאֵל	Jazeel	lexicon	ubs-dict
H3184	יַחְצְאֵלִי	jazeelita	lexicon	ubs-dict
H3187	יָחַשׂ	ser registrado	lexicon	ubs-dict
H3188	יַחַשׂ	registro genealógico	lexicon	ubs-dict
H3189	יַחַת	Jaate	lexicon	ubs-dict
H3190	יָטַב	cuidar	lexicon	ubs-dict
H3192	יׇטְבָה	Jotbá	lexicon	ubs-dict
H3193	יׇטְבָתָה	Jotbatá	lexicon	ubs-dict
H3194	יֻטָּה	Jutá	lexicon	ubs-dict
H3195	יְטוּר	Jetur	lexicon	ubs-dict
H3196	יַיִן	vinho	lexicon	ubs-dict
H3198	יָכַח	julgar	lexicon	ubs-dict
H3199	יָכִין	Jaquim	lexicon	ubs-dict
H3200	יָכִינִי	jaquinita	lexicon	ubs-dict
H3201	יָכֹל	ser capaz de	lexicon	ubs-dict
H3203	יְכׇלְיָה	Jecolias	lexicon	ubs-dict
H3205	יָלַד	dar à luz	lexicon	ubs-dict
H3206	יֶלֶד	filho	lexicon	ubs-dict
H3207	יַלְדָּה	menina	lexicon	ubs-dict
H3208	יַלְדוּת	jovem	lexicon	ubs-dict
H3209	יִלּוֹד	nascido	lexicon	ubs-dict
H3210	יָלוֹן	Jalom	lexicon	ubs-dict
H3211	יָלִיד	descendente	lexicon	ubs-dict
H3213	יָלַל	uivar	lexicon	ubs-dict
H3214	יְלֵל	uivar	lexicon	ubs-dict
H3215	יְלָלָה	uivo	lexicon	ubs-dict
H3216	יָלַע	falar precipitadamente	lexicon	ubs-dict
H3217	יַלֶּפֶת	doença de pele	lexicon	ubs-dict
H3218	יֶלֶק	gafanhoto	lexicon	ubs-dict
H3219	יַלְקוּט	alforje (de pastor)	lexicon	ubs-dict
H3220	יָם	mar dos Juncos	lexicon	ubs-dict
H3222	יֵם	jumentos	lexicon	ubs-dict
H3223	יְמוּאֵל	Jemuel	lexicon	ubs-dict
H3224	יְמִימָה	Jemima	lexicon	ubs-dict
H3225	יָמִין	lado direito	lexicon	ubs-dict
H3227	יְמִינִי	direito/a	lexicon	ubs-dict
H3228	יְמִינִי	jaminitas	lexicon	ubs-dict
H3229	יִמְלָא	Inlá	lexicon	ubs-dict
H3230	יַמְלֵךְ	Janleque	lexicon	ubs-dict
H3231	יָמַן	ir para a direita	lexicon	ubs-dict
H3232	יִמְנָה	Imna	lexicon	ubs-dict
H3233	יְמָנִי	direita/o	lexicon	ubs-dict
H3234	יִמְנָע	Imna	lexicon	ubs-dict
H3235	יָמַר	gabar-se	lexicon	ubs-dict
H3236	יִמְרָה	Inra	lexicon	ubs-dict
H3238	יָנָה	oprimir	lexicon	ubs-dict
H3239	יָנוֹחַ	Janoa	lexicon	ubs-dict
H3240	יָנַח	descansar	lexicon	ubs-dict
H3241	יָנִים	Janim	lexicon	ubs-dict
H3242	יְנִיקָה	broto	lexicon	ubs-dict
H3243	יָנַק	mamar	lexicon	ubs-dict
H3244	יַנְשׁוּף	íbis	lexicon	ubs-dict
H3245	יָסַד	pôr os alicerces	lexicon	ubs-dict
H3246	יְסֻד	início	lexicon	ubs-dict
H3247	יְסוֹד	fundação	lexicon	ubs-dict
H3248	יְסוּדָה	fundamento	lexicon	ubs-dict
H3249	יָסוּר	vir para	lexicon	ubs-dict
H3250	יִסּוֹר	disciplinar	lexicon	ubs-dict
H3251	יָסַךְ	ungir	lexicon	ubs-dict
H3252	יִסְכָּה	Iscá	lexicon	ubs-dict
H3253	יִסְמַכְיָהוּ	Ismaquias	lexicon	ubs-dict
H3254	יָסַף	acrescentar	lexicon	ubs-dict
H3256	יָסַר	disciplinar	lexicon	ubs-dict
H3257	יָע	pá	lexicon	ubs-dict
H3258	יַעְבֵּץ	Jabez	lexicon	ubs-dict
H3259	יָעַד	ser posto	lexicon	ubs-dict
H3260	יֶעְדִּי	Ido	lexicon	ubs-dict
H3261	יָעָה	varrer	lexicon	ubs-dict
H3262	יְעוּאֵל	Jeuel	lexicon	ubs-dict
H3263	יְעוּץ	Jeús	lexicon	ubs-dict
H3265	יָעוּר	Jair	lexicon	ubs-dict
H3266	יְעוּשׁ	Jeús	lexicon	ubs-dict
H3267	יָעַז	ser arrogante	lexicon	ubs-dict
H3268	יַעֲזִיאֵל	Jaaziel	lexicon	ubs-dict
H3269	יַעֲזִיָּהוּ	Jaazias	lexicon	ubs-dict
H3270	יַעֲזֵיר	Jazer	lexicon	ubs-dict
H3271	יָעַט	vestir	lexicon	ubs-dict
H3273	יְעִיאֵל	Jeiel	lexicon	ubs-dict
H3275	יַעְכָּן	Jacã	lexicon	ubs-dict
H3276	יָעַל	ter proveito	lexicon	ubs-dict
H3277	יָעֵל	cabra montesa	lexicon	ubs-dict
H3279	יַעֲלָא	Jaala	lexicon	ubs-dict
H3280	יַעֲלָה	cabra selvagem	lexicon	ubs-dict
H3281	יַעְלָם	Jalão, Jalã	lexicon	ubs-dict
H3282	יַעַן	porque	lexicon	ubs-dict
H3283	יָעֵן	avestruz	lexicon	ubs-dict
H3284	יַעֲנָה	coruja	lexicon	ubs-dict
H3285	יַעֲנַי	Janai	lexicon	ubs-dict
H3286	יָעַף	cansar-se	lexicon	ubs-dict
H3287	יָעֵף	exausto	lexicon	ubs-dict
H3288	יְעָף	voo	lexicon	ubs-dict
H3289	יָעַץ	planejar	lexicon	ubs-dict
H3290	יַעֲקֹב	Jacó	lexicon	ubs-dict
H3291	יַעֲקֹבָה	Jaacobá	lexicon	ubs-dict
H3292	יַעֲקָן	Jaacã	lexicon	ubs-dict
H3293	יַעַר	floresta	lexicon	ubs-dict
H3294	יַעְרָה	Jaerá	lexicon	ubs-dict
H3296	יַעֲרֵי אֹרְגִים	Jaaré-Oregim	lexicon	ubs-dict
H3298	יַעֲרֶשְׁיָה	Jaaresias	lexicon	ubs-dict
H3299	יַעֲשׂוּ	Jaasai	lexicon	ubs-dict
H3300	יַעֲשִׂיאֵל	Jaasiel	lexicon	ubs-dict
H3301	יִפְדְּיָה	Ifdéias	lexicon	ubs-dict
H3302	יָפָה	ser bonito	lexicon	ubs-dict
H3303	יָפֶה	bonito/a	lexicon	ubs-dict
H3304	יְפֵה־פִיָּה	lindo/a	lexicon	ubs-dict
H3305	יָפוֹ	Jope	lexicon	ubs-dict
H3306	יָפַח	ofegar	lexicon	ubs-dict
H3307	יָפֵחַ	respirar	lexicon	ubs-dict
H3308	יֳפִי	beleza	lexicon	ubs-dict
H3309	יָפִיעַ	Jafia	lexicon	ubs-dict
H3310	יַפְלֵט	Jaflete	lexicon	ubs-dict
H3311	יַפְלֵטִי	jafletita	lexicon	ubs-dict
H3312	יְפֻנֶּה	Jefoné	lexicon	ubs-dict
H3313	יָפַע	brilhar	lexicon	ubs-dict
H3314	יִפְעָה	esplendor	lexicon	ubs-dict
H3315	יֶפֶת	Jafé	lexicon	ubs-dict
H3316	יִפְתָּח	Iftá	lexicon	ubs-dict
H3317	יִפְתַּח־אֵל	Vale de Iftá-El	lexicon	ubs-dict
H3318	יָצָא	sair	lexicon	ubs-dict
H3320	יָצַב	posicionar-se	lexicon	ubs-dict
H3322	יָצַג	pôr	lexicon	ubs-dict
H3323	יִצְהָר	azeite (de oliva)	lexicon	ubs-dict
H3325	יִצְהָרִי	isarita	lexicon	ubs-dict
H3326	יָצוּעַ	anexo	lexicon	ubs-dict
H3326	יָצוּעַ	cama	lexicon	ubs-dict
H3327	יִצְחָק	Isaque	lexicon	ubs-dict
H3329	יָצִיא	prole	lexicon	ubs-dict
H3331	יַצַע	fazer (a cama)	lexicon	ubs-dict
H3332	יָצַק	fluir	lexicon	ubs-dict
H3333	יְצֻקָה	fundir	lexicon	ubs-dict
H3334	יָצַר	formar	lexicon	ubs-dict
H3335	יָצַר	oleiro	lexicon	ubs-dict
H3336	יֵצֶר	que é formado	lexicon	ubs-dict
H3338	יָצֻר	membros	lexicon	ubs-dict
H3339	יִצְרִי	jezerita	lexicon	ubs-dict
H3341	יָצַת	pôr fogo em	lexicon	ubs-dict
H3342	יֶקֶב	tanques de Zeebe	lexicon	ubs-dict
H3343	יְקַבְצְאֵל	Jecabzeel	lexicon	ubs-dict
H3344	יָקַד	lareira	lexicon	ubs-dict
H3344	יָקַד	queimar	lexicon	ubs-dict
H3347	יׇקְדְעָם	Jocdeão	lexicon	ubs-dict
H3348	יָקֶה	Jaque	lexicon	ubs-dict
H3349	יִקָּהָה	obediência	lexicon	ubs-dict
H3350	יְקוֹד	queima	lexicon	ubs-dict
H3351	יְקוּם	seres vivos	lexicon	ubs-dict
H3352	יָקוֹשׁ	passarinheiros	lexicon	ubs-dict
H3354	יְקוּתִיאֵל	Jecutiel	lexicon	ubs-dict
H3355	יׇקְטָן	Joctã	lexicon	ubs-dict
H3356	יָקִים	Jaquim	lexicon	ubs-dict
H3357	יַקִּיר	precioso	lexicon	ubs-dict
H3359	יְקַמְיָה	Jecamias	lexicon	ubs-dict
H3360	יְקַמְעָם	Jecameão	lexicon	ubs-dict
H3361	יׇקְמְעָם	Jocmeão	lexicon	ubs-dict
H3362	יׇקְנְעָם	Jocneão	lexicon	ubs-dict
H3363	יָקַע	ser deslocado	lexicon	ubs-dict
H3364	יָקַץ	despertar	lexicon	ubs-dict
H3365	יָקַר	ser precioso	lexicon	ubs-dict
H3366	יְקָר	preciosidade	lexicon	ubs-dict
H3368	יָקָר	precioso	lexicon	ubs-dict
H3369	יָקֹשׁ	enredar-se	lexicon	ubs-dict
H3370	יׇקְשָׁן	Jocsã	lexicon	ubs-dict
H3371	יׇקְתְאֵל	Jocteel	lexicon	ubs-dict
H3372	יָרֵא	ter medo	lexicon	ubs-dict
H3373	יָרֵא	alguém que teme	lexicon	ubs-dict
H3374	יִרְאָה	medo	lexicon	ubs-dict
H3375	יִרְאוֹן	Irom	lexicon	ubs-dict
H3376	יִרְאִיָּיה	Jerias	lexicon	ubs-dict
H3377	יָרֵב	grande	lexicon	ubs-dict
H3378	יְרֻבַּעַל	Jerubaal	lexicon	ubs-dict
H3379	יָרׇבְעָם	Jeroboão	lexicon	ubs-dict
H3380	יְרֻבֶּשֶׁת	Jerubessete	lexicon	ubs-dict
H3381	יָרַד	descer	lexicon	ubs-dict
H3382	יֶרֶד	Jarede	lexicon	ubs-dict
H3383	יַרְדֵּן	Jordão	lexicon	ubs-dict
H3384	יָרָה	chuvas de outono	lexicon	ubs-dict
H3384	יָרָה	lançar	lexicon	ubs-dict
H3385	יְרוּאֵל	Jeruel	lexicon	ubs-dict
H3386	יָרוֹחַ	Jaroa	lexicon	ubs-dict
H3387	יָרוֹק	verde (folhas	lexicon	ubs-dict
H3388	יְרוּשָׁא	Jerusa	lexicon	ubs-dict
H3389	יְרוּשָׁלִַ͏ם	Jerusalém	lexicon	ubs-dict
H3394	יָרֵחַ	lua	lexicon	ubs-dict
H3395	יְרֹחָם	Jeroão	lexicon	ubs-dict
H3396	יְרַחְמְאֵל	Jerameel	lexicon	ubs-dict
H3397	יְרַחְמְאֵלִי	jerameelita	lexicon	ubs-dict
H3398	יַרְחָע	Jara	lexicon	ubs-dict
H3399	יָרַט	mover inconsequente	lexicon	ubs-dict
H3400	יְרִיאֵל	Jeriel	lexicon	ubs-dict
H3401	יָרִיב	adversário	lexicon	ubs-dict
H3403	יְרִיבַי	Jeribai	lexicon	ubs-dict
H3404	יְרִיָּה	Jerias	lexicon	ubs-dict
H3405	יְרִיחוֹ	Jericó	lexicon	ubs-dict
H3406	יְרִימוֹת	Jerimote	lexicon	ubs-dict
H3407	יְרִיעָה	cortina	lexicon	ubs-dict
H3408	יְרִיעוֹת	Jeriote	lexicon	ubs-dict
H3409	יָרֵךְ	coxa	lexicon	ubs-dict
H3411	יְרֵכָה	termo	lexicon	ubs-dict
H3412	יַרְמוּת	Jarmute	lexicon	ubs-dict
H3413	יְרֵמַי	Jeremai	lexicon	ubs-dict
H3414	יִרְמְיָה	Jeremias	lexicon	ubs-dict
H3415	יָרַע	tremer	lexicon	ubs-dict
H3416	יִרְפְּאֵל	Irpeel	lexicon	ubs-dict
H3417	יָרָק	cuspir	lexicon	ubs-dict
H3418	יֶרֶק	vegetais	lexicon	ubs-dict
H3419	יָרָק	verduras	lexicon	ubs-dict
H3420	יֵרָקוֹן	palidez	lexicon	ubs-dict
H3421	יׇרְקְעָם	Jorqueão	lexicon	ubs-dict
H3422	יְרַקְרַק	esverdeada/o	lexicon	ubs-dict
H3423	יָרַשׁ	herdar	lexicon	ubs-dict
H3424	יְרֵשָׁה	possessão (de alguém outro)	lexicon	ubs-dict
H3425	יְרֻשָּׁה	herança	lexicon	ubs-dict
H3427	יָשַׁב	estar assentado	lexicon	ubs-dict
H3428	יֶשֶׁבְאָב	Jesebeabe	lexicon	ubs-dict
H3429	יֹשֵׁב בַּשֶּׁבֶת	Josebe-Bassebete	lexicon	ubs-dict
H3430	יִשְׁבּוֹ בְּנֹב	Isbi-Benobe	lexicon	ubs-dict
H3431	יִשְׁבַּח	Isbá	lexicon	ubs-dict
H3432	יָשֻׁבִי	jasubita	lexicon	ubs-dict
H3433	יָשֻׁבִי לֶחֶם	Jasubi-Leém	lexicon	ubs-dict
H3434	יָשׇׁבְעָם	Jasobeão	lexicon	ubs-dict
H3435	יִשְׁבָּק	Isbaque	lexicon	ubs-dict
H3436	יׇשְׁבְּקָשָׁה	Josbecasa	lexicon	ubs-dict
H3437	יָשׁוּב	Jasube	lexicon	ubs-dict
H3438	יִשְׁוָה	Isvá	lexicon	ubs-dict
H3439	יְשׁוֹחָיָה	Jesoaías	lexicon	ubs-dict
H3440	יִשְׁוִי	Isvi	lexicon	ubs-dict
H3442	יֵשׁוּעַ	Jesua	lexicon	ubs-dict
H3444	יְשׁוּעָה	salvação	lexicon	ubs-dict
H3445	יֶשַׁח	vazio	lexicon	ubs-dict
H3447	יָשַׁט	estender	lexicon	ubs-dict
H3448	יִשַׁי	Jessé	lexicon	ubs-dict
H3449	יִשִּׁיָּה	Issias	lexicon	ubs-dict
H3450	יְשִׁימָאֵל	Jesimiel	lexicon	ubs-dict
H3451	יְשִׁימַה	ser elevado	lexicon	ubs-dict
H3452	יְשִׁימוֹן	Jesimom	lexicon	ubs-dict
H3453	יָשִׁישׁ	idoso	lexicon	ubs-dict
H3454	יְשִׁישָׁי	Jesisai	lexicon	ubs-dict
H3456	יָשַׁם	ser destruído	lexicon	ubs-dict
H3457	יִשְׁמָא	Isma	lexicon	ubs-dict
H3458	יִשְׁמָעֵאל	Ismael	lexicon	ubs-dict
H3459	יִשְׁמָעֵאלִי	ismaelita	lexicon	ubs-dict
H3460	יִשְׁמַעְיָה	Ismaías	lexicon	ubs-dict
H3461	יִשְׁמְרַי	Ismerai	lexicon	ubs-dict
H3462	יָשֵׁן	adormecer	lexicon	ubs-dict
H3463	יָשֵׁן	dormindo	lexicon	ubs-dict
H3465	יָשָׁן	velho	lexicon	ubs-dict
H3466	יְשָׁנָה	Jesana	lexicon	ubs-dict
H3467	יָשַׁע	conquistar a vitória	lexicon	ubs-dict
H3468	יֶשַׁע	salvação	lexicon	ubs-dict
H3469	יִשְׁעִי	Isi	lexicon	ubs-dict
H3470	יְשַׁעְיָה	Isaías	lexicon	ubs-dict
H3470	יְשַׁעְיָה	Jesaías	lexicon	ubs-dict
H3471	יָשְׁפֵה	jaspe	lexicon	ubs-dict
H3472	יִשְׁפָּה	Ispa	lexicon	ubs-dict
H3473	יִשְׁפָּן	Ispã	lexicon	ubs-dict
H3474	יָשַׁר	endireitar	lexicon	ubs-dict
H3475	יֵשֶׁר	Jeser	lexicon	ubs-dict
H3476	יֹשֶׁר	retidão	lexicon	ubs-dict
H3477	יָשָׁר	estendido	lexicon	ubs-dict
H3478	יִשְׂרָאֵל	Israel	lexicon	ubs-dict
H3480	יְשַׂרְאֵלָה	Jesarela	lexicon	ubs-dict
H3481	יִשְׂרְאֵלִי	israelita	lexicon	ubs-dict
H3483	יִשְׁרָה	retidão	lexicon	ubs-dict
H3484	יְשֻׁרוּן	Jesurum	lexicon	ubs-dict
H3485	יִשָּׂשכָר	Issacar	lexicon	ubs-dict
H3486	יָשֵׁשׁ	velho	lexicon	ubs-dict
H3489	יָתֵד	prego	lexicon	ubs-dict
H3490	יָתוֹם	órfão	lexicon	ubs-dict
H3492	יַתִּיר	Jatir	lexicon	ubs-dict
H3494	יִתְלָה	Itla	lexicon	ubs-dict
H3495	יִתְמָה	Itma	lexicon	ubs-dict
H3496	יַתְנִיאֵל	Jatniel	lexicon	ubs-dict
H3497	יִתְנָן	Itnã	lexicon	ubs-dict
H3498	יָתַר	permanecer	lexicon	ubs-dict
H3499	יֶתֶר	o resto	lexicon	ubs-dict
H3502	יִתְרָה	riqueza	lexicon	ubs-dict
H3503	יִתְרוֹ	Jetro	lexicon	ubs-dict
H3504	יִתְרוֹן	vantagem	lexicon	ubs-dict
H3505	יִתְרִי	jetrita	lexicon	ubs-dict
H3506	יִתְרָן	Itrã	lexicon	ubs-dict
H3507	יִתְרְעָם	Itreão	lexicon	ubs-dict
H3508	יֹתֶרֶת	gordura sobre o fígado	lexicon	ubs-dict
H3509	יְתֵת	Jetete	lexicon	ubs-dict
H3510	כָּאַב	estar ferido	lexicon	ubs-dict
H3511	כְּאֵב	ferida	lexicon	ubs-dict
H3512	כָּאָה	necessitados	lexicon	ubs-dict
H3512	כָּאָה	ser desencorajado	lexicon	ubs-dict
H3513	כָּבַד	ser pesado	lexicon	ubs-dict
H3514	כֹּבֶד	pesado	lexicon	ubs-dict
H3515	כָּבֵד	ser pesado	lexicon	ubs-dict
H3517	כְּבֵדֻת	com dificuldade	lexicon	ubs-dict
H3518	כָּבָה	ser extinto	lexicon	ubs-dict
H3519	כָּבוֹד	honra	lexicon	ubs-dict
H3520	כְּבוּדָּה	suntuoso	lexicon	ubs-dict
H3521	כָּבוּל	Cabul	lexicon	ubs-dict
H3522	כַּבּוֹן	Cabom	lexicon	ubs-dict
H3523	כְּבִיר	tecido	lexicon	ubs-dict
H3524	כַּבִּיר	poderoso	lexicon	ubs-dict
H3525	כֶּבֶל	grilhões	lexicon	ubs-dict
H3526	כָּבַס	lavar-se	lexicon	ubs-dict
H3527	כָּבַר	em abundância	lexicon	ubs-dict
H3528	כְּבָר	Quebar	lexicon	ubs-dict
H3530	כִּבְרָה	peneira	lexicon	ubs-dict
H3532	כֶּבֶשׂ	cordeiro	lexicon	ubs-dict
H3533	כָּבַשׁ	estar subjugada	lexicon	ubs-dict
H3534	כֶּבֶשׁ	estrado	lexicon	ubs-dict
H3535	כִּבְשָׂה	cordeiro fêmea	lexicon	ubs-dict
H3536	כִּבְשָׁן	fornalha	lexicon	ubs-dict
H3537	כַּד	pote	lexicon	ubs-dict
H3539	כַּדְכֹּד	rubi	lexicon	ubs-dict
H3540	כְּדׇרְלָעֹמֶר	Quedorlaomer	lexicon	ubs-dict
H3543	כָּהָה	desanimar	lexicon	ubs-dict
